precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"GOSPODĂRIA D-NEI. PAŞCA TODORICA, SAT MOARA DE PĂDURE, NR. 24",333,BĂIŞOARA,55918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:54",127,120,2,5,0,77,72,0,5,0,75,2,138,61,10,38,18,9
13,CLUJ,"GOSPODĂRIA DOMNULUI CIREBEA VALER",335,BĂIŞOARA,55918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:05:50",76,70,0,6,0,51,45,0,6,0,49,2,77,26,7,17,16,9
13,CLUJ,"GOSPODĂRIA DOMNULUI GIURGIU TEODOR",336,BĂIŞOARA,55918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:50",55,50,0,5,0,42,37,0,5,0,39,3,55,13,8,19,11,1
13,CLUJ,"ŞCOALA GENERALĂ BĂIŞOARA",332,BĂIŞOARA,55918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:44",811,772,0,26,13,571,532,0,26,13,560,11,830,259,96,259,115,90
13,CLUJ,"ŞCOALA PRIMARĂ MUNTELE BĂIŞORII",334,BĂIŞOARA,55918,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:27:53",279,270,0,1,8,194,185,0,1,8,185,8,309,116,36,65,45,39
13,CLUJ,"ŞCOALA PRIMARĂ SĂCEL",337,BĂIŞOARA,55918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:59",350,341,0,3,6,225,216,0,3,6,217,8,385,160,55,75,51,36
