precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CARCADIA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTEA TIBERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","VLĂDĂŞEL DOREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL FUMURENI",279,LUNGEŞTI,170952,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:25",491,467,0,16,8,313,289,0,16,8,304,9,540,227,13,163,128
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",278,LUNGEŞTI,170952,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:12:50",288,269,0,18,1,186,167,0,18,1,170,16,288,102,26,101,43
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",280,LUNGEŞTI,170952,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:55",758,730,0,12,16,465,437,0,12,16,437,28,820,355,10,357,70
40,VÂLCEA,"ŞCOALA LUNGEŞTI",277,LUNGEŞTI,170952,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:04",802,767,0,16,19,417,382,0,16,19,392,25,880,463,21,341,30
