precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂNESCU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂZĂVAN ANDREI-FLORENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MICHESCU ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL BOBAIŢA",217,MALOVĂŢ,112664,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:39",546,464,0,70,12,360,278,0,70,12,347,13,521,161,29,14,304
27,MEHEDINŢI,"CĂMINUL CULTURAL MALOVĂŢ",215,MALOVĂŢ,112664,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:29:36",1064,951,0,95,18,748,635,0,95,18,709,21,1316,586,79,48,582
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV 23 AUGUST",216,MALOVĂŢ,112664,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:09",379,333,0,42,4,251,205,0,42,4,239,12,372,121,44,8,187
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COLIBAŞI",218,MALOVĂŢ,112664,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:23",382,349,0,29,4,262,229,0,29,4,255,7,377,115,27,10,218
