precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KOLCSAR GYULA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SILVAŞ DRAGOŞ-MĂDĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU DORU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NERGHES JANOS-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
28,MUREŞ,"CAMIN CULTURAL",400,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:42:50",89,83,0,6,0,38,32,0,6,0,34,4,99,61,33,0,1,0
28,MUREŞ,"CAMIN CULTURAL",401,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:47",353,337,0,3,13,262,246,0,3,13,254,8,390,128,244,2,4,4
28,MUREŞ,"CĂMIN CULTURAL TELEAC",404,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:34",308,285,0,3,20,174,151,0,3,20,169,5,320,146,84,66,18,1
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL",398,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:16",815,788,1,5,21,431,406,0,5,20,418,13,870,439,275,71,72,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ PERIȘ",402,GORNEŞTI,117177,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:52",1508,1464,1,3,40,907,864,0,3,40,890,17,1640,733,809,18,35,28
28,MUREŞ,"SCOALA GIMNAZIALA TELEKI DOMOKOS",397,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:07",839,815,4,3,17,476,455,1,3,17,466,10,903,427,369,62,30,5
28,MUREŞ,"SCOALA PRIMARĂ IARA DE MUREŞ",399,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:52",243,228,2,5,8,136,123,0,5,8,129,7,260,124,118,6,2,3
28,MUREŞ,"ȘCOALA PRIMARĂ PETRILACA DE MUREȘ",403,GORNEŞTI,117177,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:57",358,342,1,4,11,184,169,0,4,11,174,10,378,194,155,8,7,4
