precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIORSAC CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PURCEL ION-PARTIDUL SOCIAL DEMOCRAT-voturi","PETRARIU IRINEL-RADIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢIPOŞ ALINA-VERONICA-PARTIDUL S.O.S. ROMÂNIA-voturi","AVASILOAIEI NICOLAE-CIPRIAN-PARTIDUL PRO ROMÂNIA-voturi","TĂRÎŢĂ DANIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"PENSIUNEA ELENA",296,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:09:25",524,516,0,8,0,292,284,0,8,0,285,7,600,308,35,143,10,61,8,28
29,NEAMŢ,"SCOALA BOTESTI",291,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:15:43",457,448,0,6,3,265,256,0,6,3,258,7,488,223,84,81,42,24,13,14
29,NEAMŢ,"SCOALA DANESTI",293,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:43:04",257,251,1,5,0,132,126,1,5,0,126,6,280,148,17,67,13,10,14,5
29,NEAMŢ,"SCOALA DOINA",294,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:45",246,240,0,6,0,136,130,0,6,0,131,5,280,144,54,35,16,10,9,7
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 CACIULESTI",292,GIROV,122702,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:34",586,584,0,2,0,300,298,0,2,0,289,11,700,400,68,103,35,25,43,15
29,NEAMŢ,"SCOALA GIMNAZIALA ”PROF. GHEORGHE DUMITREASA” GIROV",290,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:12:47",1379,1367,0,5,7,697,685,0,5,7,675,22,1500,803,319,232,39,51,21,13
29,NEAMŢ,"SCOALA PRIMARA GURA VAII",295,GIROV,122702,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:41:06",599,594,0,5,0,332,327,0,5,0,315,17,700,368,48,162,21,36,35,13
29,NEAMŢ,"SCOALA VERSESTI",297,GIROV,122702,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:13",258,250,0,8,0,131,123,0,8,0,125,6,341,210,50,46,7,6,12,4
