precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN MARIA-UNIUNEA SALVAȚI ROMÂNIA-voturi","MUTU GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","PUICĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POEŢELEA IONUŢ-VALERIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOTFOLEA GHEORGHE-CODRUŢ-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","IRIMIA CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"”CĂMIN CULTURAL”",206,BORLEŞTI,121732,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:55",244,237,0,7,0,96,89,0,7,0,92,4,300,204,3,42,43,2,1,1
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",209,BORLEŞTI,121732,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:58",869,862,1,6,0,400,393,1,6,0,388,12,900,500,10,257,82,16,5,18
29,NEAMŢ,"GRĂDINIȚA NR.2",208,BORLEŞTI,121732,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:20:22",1364,1354,2,8,0,648,640,0,8,0,606,42,1500,852,8,389,151,18,27,13
29,NEAMŢ,"SCOALA GIMNAZIALĂ BORLEŞTI",203,BORLEŞTI,121732,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:27",1501,1492,0,6,3,671,662,0,6,3,655,16,1600,929,12,266,306,36,11,24
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN GRIGORE TEODORESCU”",207,BORLEŞTI,121732,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:49",845,833,1,11,0,364,353,0,11,0,352,12,900,536,6,209,107,11,3,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",205,BORLEŞTI,121732,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:23:00",1490,1488,0,2,0,656,654,0,2,0,631,25,1600,944,5,418,155,25,10,18
29,NEAMŢ,"ȘCOALA PRIMARĂ NR. 2 BORLEȘTI",204,BORLEŞTI,121732,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:22",813,803,0,7,3,391,381,0,7,3,377,14,900,509,6,181,123,24,21,22
29,NEAMŢ,"ȘCOALA PRIMARĂ ȘOVOAIA",210,BORLEŞTI,121732,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:34",405,397,0,8,0,190,182,0,8,0,186,4,500,310,15,138,26,1,1,5
