precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TILIHOI SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHERCIU VIOREL-AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","SAVILLA SILVIU-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NĂFĂREAN ALIN-DACIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","BEJERA GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","VODĂ SORIN-OLIVIU-PARTIDUL ECOLOGIST ROMÂN-voturi"
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:30",298,285,0,4,9,220,207,0,4,9,215,5,300,80,15,121,3,7,18,51
37,TIMIŞ,"SCOALA GIMNAZIALA COMUNA DAROVA",372,DAROVA,156623,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:35",1807,1760,3,18,26,897,850,3,18,26,866,31,1902,1005,103,311,22,24,405,1
37,TIMIŞ,"SCOALA PRIMARA",374,DAROVA,156623,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:34",674,646,0,8,20,489,461,0,8,20,456,33,786,297,52,242,9,98,53,2
