precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"CĂMINUL CULTURAL BÂLTA",283,RUNCU,81576,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:14:08",1418,1367,0,29,22,971,920,0,29,22,950,21,1500,529,101,15,3,37,794
20,GORJ,"CĂMINUL CULTURAL DOBRIŢA",284,RUNCU,81576,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:32",835,774,1,30,30,561,502,0,30,29,549,12,900,339,40,28,2,16,463
20,GORJ,"CĂMINUL CULTURAL SUSENI",285,RUNCU,81576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:12:08",272,244,1,12,15,159,132,0,12,15,152,7,300,141,15,4,1,4,128
20,GORJ,"CĂMINUL CULTURAL VALEA MARE",286,RUNCU,81576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:26",691,655,1,25,10,471,436,0,25,10,456,15,760,289,45,4,1,19,387
20,GORJ,"ŞCOALA GENERALĂ RUNCU",282,RUNCU,81576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:02:27",1290,1215,0,57,18,855,780,0,57,18,835,20,1300,445,126,16,23,32,638
