precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"GRĂDINIŢA CERBURENI",509,"VALEA IAŞULUI",19695,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:40",313,309,0,4,0,199,195,0,4,0,189,10,353,154,23,42,80,44
3,ARGEŞ,"”LA REMUS POPESCU”",508,"VALEA IAŞULUI",19695,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:52",187,184,0,3,0,112,109,0,3,0,109,3,224,112,15,26,37,31
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VALEA IAŞULUI",507,"VALEA IAŞULUI",19695,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:02",823,815,0,5,3,494,486,0,5,3,478,16,863,369,114,63,184,117
3,ARGEŞ,"ŞCOALA PRIMARĂ MUSTĂTEŞTI",510,"VALEA IAŞULUI",19695,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:41",1080,1067,0,13,0,657,644,0,13,0,641,16,1181,524,84,90,411,56
