precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi"
24,IAŞI,"BAZA SPORTIVĂ MULTIFUNCȚIONALĂ - ȘOROGARI",328,ARONEANU,95747,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:11",382,372,2,6,2,190,182,0,6,2,187,3,441,251,38,21,95,2,4,26,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODA DIN SAT ARONEANU",325,ARONEANU,95747,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:54",1803,1760,6,21,16,1129,1090,2,21,16,1109,20,1900,771,151,108,512,59,34,232,13
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODĂ DIN SAT DOROBANȚ",326,ARONEANU,95747,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:01:44",1278,1258,1,5,14,691,672,0,5,14,670,21,1400,709,85,104,329,36,4,102,10
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODĂ DIN SAT REDIU ALDEI",327,ARONEANU,95747,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:32",401,379,0,8,14,278,256,0,8,14,264,14,400,122,18,15,206,8,6,11,0
