precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","DOBRE LIVIU-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL REDIU",622,REDIU,95239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:19",1316,1299,2,14,1,638,624,0,14,0,620,18,1400,762,129,118,174,43,12,24,8,76,36
24,IAŞI,"SALA DE CONFERINȚĂ",624,REDIU,95239,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:32:09",975,966,1,8,0,567,559,0,8,0,558,9,1080,513,106,146,119,25,11,49,4,84,14
24,IAŞI,"SALA DE CONFERINȚĂ",623,REDIU,95239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:21:57",1460,1447,1,9,3,827,815,0,9,3,812,15,1600,773,154,232,193,26,48,45,7,91,16
24,IAŞI,"SCOALA GIMNAZIALA HORLESTI",625,REDIU,95239,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:52:06",1067,1056,0,11,0,492,481,0,11,0,466,26,1200,690,48,108,134,23,9,103,4,34,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ REDIU",621,REDIU,95239,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:51:24",1191,1175,7,8,1,494,485,0,8,1,482,12,1200,706,85,105,141,43,7,17,1,61,22
24,IAŞI,"ȘCOALĂ GIMNAZIALĂ REDIU",620,REDIU,95239,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:47:28",1490,1477,3,10,0,787,777,0,10,0,777,10,1600,813,176,126,291,28,21,14,5,94,22
