precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMIN CULTURAL COZĂNEŞTI",283,DORNA-ARINI,148131,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:47",1214,1206,1,5,2,759,752,0,5,2,736,23,1275,516,519,192,25
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RUSCA, SAT RUSCA, NR. 59A",285,DORNA-ARINI,148131,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:43",643,639,0,1,3,438,434,0,1,3,426,12,797,359,347,66,13
35,SUCEAVA,"SEDIU ASOCIAŢIE ”OBŞTEA GURA NEGRII” DORNA ARINI",284,DORNA-ARINI,148131,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:59:57",577,575,1,1,0,358,357,0,1,0,350,7,596,239,273,60,17
