precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRIGORE DIMITRIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA ALIN ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DOCA VIRGIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"ȘCOALA COASTA VĂII",429,"VALEA MĂRULUI",77475,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:13",389,379,1,5,4,242,233,0,5,4,236,6,421,179,11,140,85
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DOAMNA NICA” CORP C5",428,"VALEA MĂRULUI",77475,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:45",832,786,1,9,36,430,385,0,9,36,410,20,867,437,29,160,221
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”DOAMNA NICA” CORP C5",427,"VALEA MĂRULUI",77475,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:47",985,927,0,7,51,549,497,0,7,45,536,13,1077,528,40,191,305
18,GALAŢI,"ȘCOALA MÎNDRESTI",430,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:12:13",777,718,1,8,50,416,358,0,8,50,390,26,835,419,22,82,286
