precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","UDRESCU GEORGIAN-LUCIAN-voturi"
20,GORJ,"GRĂDINIȚA BUMBEȘTI-JIU",75,"ORAŞ BUMBEŞTI-JIU",79308,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:54:30",1013,1008,2,3,0,431,428,0,3,0,405,26,1200,769,73,61,125,38,27,81
20,GORJ,"LICEUL ”MIHAI VITEAZUL” BUMBEȘTI-JIU",78,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:16",923,913,0,8,2,451,441,0,8,2,432,19,1000,549,47,41,153,43,58,90
20,GORJ,"SALA DE SPORT A ORAȘULUI",74,"ORAŞ BUMBEŞTI-JIU",79308,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 19:46:07",936,911,1,10,14,463,439,0,10,14,451,11,1100,637,52,46,172,37,40,104
20,GORJ,"ȘCOALA GIMNAZIALĂ CURTIȘOARA",80,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:48",558,551,2,4,1,269,264,0,4,1,264,5,600,331,23,39,162,19,7,14
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",76,"ORAŞ BUMBEŞTI-JIU",79308,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:36:22",1325,1314,0,9,2,529,518,0,9,2,492,37,1500,971,81,53,199,35,39,85
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",77,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:40",820,813,1,6,0,342,336,0,6,0,332,10,900,558,39,33,129,33,27,71
20,GORJ,"ȘCOALA PRIMARĂ BUMBEȘTI-JIU",79,"ORAŞ BUMBEŞTI-JIU",79308,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:23",851,835,3,10,3,494,480,1,10,3,480,14,900,406,37,34,290,30,45,44
20,GORJ,"ȘCOALA PRIMARĂ TETILA",81,"ORAŞ BUMBEŞTI-JIU",79308,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 14:30:07",1101,1091,1,4,5,569,560,0,4,5,525,34,1206,637,37,57,337,33,35,26
