precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"GRĂDINIȚA DE COPII",414,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:45",725,655,4,36,30,467,400,1,36,30,450,17,717,250,331,105,2,9,3
5,BIHOR,"ȘCOALA CU CLASELE I-IV FONĂU",415,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,CL,CL_SV,"2024-06-09 23:58:27",192,186,0,5,1,99,93,0,5,1,89,10,206,107,68,15,3,1,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV MIERSIG",416,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:07",379,320,1,36,22,236,179,0,36,21,229,7,355,119,139,42,7,27,14
5,BIHOR,"ȘCOALA CU CLASELE I-IV OȘAND",417,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:17",434,427,0,5,2,238,231,0,5,2,224,14,467,229,172,12,23,15,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV SITITELEC",418,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:39",307,256,0,36,15,206,155,0,36,15,203,3,297,91,116,29,8,29,21
