precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU MIREL-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIESCU DANIELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GLOMNICU PETRE-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE",128,"ORAŞ BERBEŞTI",168602,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:15:19",1056,1023,2,19,12,558,525,2,19,12,537,21,1140,582,163,33,341
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 (GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE)",127,"ORAŞ BERBEŞTI",168602,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:14",867,856,0,10,1,370,359,0,10,1,355,15,950,580,114,44,197
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",130,"ORAŞ BERBEŞTI",168602,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:41:35",879,868,0,4,7,472,461,0,4,7,447,25,960,488,178,37,232
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I- VIII BERBEȘTI",129,"ORAŞ BERBEŞTI",168602,5,PART,PRCNCT,P,P_SV,"2024-06-10 11:40:29",1422,1403,0,8,11,859,840,0,8,11,830,29,1580,721,423,75,332
