precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DORIN VALERIU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SPULBER GABI-voturi","SPULBER IONUŢ-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPAŞCU FLORENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FRUNZĂ IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,3,PART,PRCNCT,P,P_SV,"2024-06-11 11:36:51",404,377,0,16,11,286,259,0,16,11,271,15,425,139,59,19,170,9,14
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BOGHEȘTI",108,BOGHEŞTI,175260,3,PART,PRCNCT,P,P_SV,"2024-06-11 09:56:24",637,604,0,12,21,455,422,0,12,21,436,19,669,214,124,114,91,93,14
41,VRANCEA,"SCOALA IUGANI",109,BOGHEŞTI,175260,3,PART,PRCNCT,P,P_SV,"2024-06-11 10:01:17",112,97,0,11,4,77,62,0,11,4,75,2,112,35,33,9,13,12,8
