precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOURCEANU DĂNUŢA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","ICHIM BENONE-PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"SCOALA GENERALĂ COMĂNEŞTI",256,CAVADINEŞTI,75864,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:22",166,152,0,12,2,91,77,0,12,2,89,2,192,101,62,27
18,GALAŢI,"SCOALA GIMNAZIALĂ NR.2",255,CAVADINEŞTI,75864,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:03",887,812,0,35,40,575,500,0,35,40,562,13,859,284,212,350
18,GALAŢI,"ȘCOALA PRIMARĂ NR.1 SAT GĂNEȘTI",257,CAVADINEŞTI,75864,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:32:13",757,722,0,17,18,395,360,0,17,18,383,12,780,385,135,248
18,GALAŢI,"ȘCOALA PRIMARĂ NR.1 SAT VĂDENI",258,CAVADINEŞTI,75864,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:40",343,314,0,19,10,240,211,0,19,10,231,9,344,104,110,121
18,GALAŢI,"SCOALA PRIMARA NR.3",254,CAVADINEŞTI,75864,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:09",204,176,0,20,8,120,101,0,11,8,118,2,214,94,62,56
