precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"CONTAINER MODULAR",531,VOINEŞTI,166869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:27:02",143,138,0,5,0,82,77,0,5,0,78,4,200,118,7,1,68,1,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ GÎRDEȘTI",527,VOINEŞTI,166869,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:56",558,555,0,1,2,291,288,0,1,2,272,19,600,309,80,5,181,6,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1 VOINEȘTI",524,VOINEŞTI,166869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:22",293,290,0,3,0,157,154,0,3,0,149,8,300,143,64,6,72,5,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ OBÎRȘENII LINGURARI",530,VOINEŞTI,166869,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:12:15",679,671,0,8,0,374,366,0,8,0,311,63,733,359,130,6,162,13,0
39,VASLUI,"ȘCOALA PRIMARĂ BĂNCEȘTI",526,VOINEŞTI,166869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:32",169,163,0,6,0,97,91,0,6,0,85,12,200,103,41,5,34,5,0
39,VASLUI,"ȘCOALA PRIMARĂ MĂRĂȘEȘTI",528,VOINEŞTI,166869,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:39",158,155,0,3,0,88,85,0,3,0,86,2,200,112,35,1,48,2,0
39,VASLUI,"ȘCOALA PRIMARĂ OBÎRȘENI",529,VOINEŞTI,166869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:48",288,283,0,5,0,140,135,0,5,0,136,4,300,160,92,2,41,0,1
39,VASLUI,"ȘCOALA PRIMARĂ SAT AVRĂMEȘTI",525,VOINEŞTI,166869,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:24",488,484,0,4,0,209,205,0,4,0,187,22,500,291,76,14,88,9,0
