precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA ZAMFIR-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","PINTEA EUTENIU-GHEORGHIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROMOCEA DOREL-SORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ROMOCEA SORIN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:23",456,433,1,10,12,333,311,0,10,12,324,9,490,157,174,11,15,124
33,SĂLAJ,"ŞCOALA PRIMARĂ BENESAT",86,BENESAT,140244,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:00",351,329,0,12,10,252,230,0,12,10,244,8,365,113,23,5,14,202
33,SĂLAJ,"ŞCOALA PRIMARĂ BIUŞA",88,BENESAT,140244,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:18",376,358,0,3,15,290,272,0,3,15,275,15,415,125,44,4,13,214
