precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SÎRBOIU ROBERT-NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HÎRŞOVU CRISTIAN-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BALICA HORIA-PARTIDUL SOCIAL DEMOCRAT-voturi","VIŞAN SEVER-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STUPARU MIREL-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PĂNESCU IONEL-PARTIDUL S.O.S. ROMÂNIA-voturi","BĂRBULESCU CRISTIAN-VALENTIN-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL IZVORU BÎRZII",204,"IZVORU BÂRZII",112469,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:17:00",1172,1086,0,82,4,819,733,0,82,4,797,22,1182,363,9,484,260,3,27,10,4
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BALOTEŞTI",205,"IZVORU BÂRZII",112469,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:34:21",522,498,0,24,0,321,297,0,24,0,315,6,544,223,14,119,153,1,10,3,15
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII HALÎNGA",206,"IZVORU BÂRZII",112469,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:07:41",723,672,0,50,1,543,492,0,50,1,502,20,819,297,0,142,336,1,4,17,2
