precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COFARU ŞTEFAN-IULIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IANCU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","PANDELE COSMINA RAMONA-PARTIDUL NAȚIONAL LIBERAL-voturi","MIZILEANU NICOLETA-GEORGIANA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"CĂMIN CULTURAL",329,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:57",1204,1200,0,3,1,649,645,0,3,1,633,16,1300,651,64,36,467,66
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MARE PARTER,COM.BERCENI,SAT MOARA NOUA,STR.SCOLII,NR.106 C",330,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:34",938,934,0,4,0,516,512,0,4,0,488,28,1000,484,28,63,327,70
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MICA PARTER,COM.BERCENI,SAT BERCENI,STR.GRADINITEI NR. 358 A",326,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:46",730,727,0,3,0,411,408,0,3,0,400,11,800,389,15,67,282,36
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL,SALA MICA PARTER,COM.BERCENI,SAT CATUNU.STR.DEMOCRATIEI,NR.148 A",328,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:36",528,522,1,5,0,308,303,0,5,0,297,11,600,292,23,43,210,21
31,PRAHOVA,"SCOALA GIMNAZIALA BERCENI,SALA DE SPORT PARTER",325,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:10",1343,1333,0,10,0,798,788,0,10,0,787,11,1500,702,41,71,587,88
31,PRAHOVA,"SEDIU ADMINISTRATIV",327,BERCENI,130614,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:50",387,380,0,7,0,207,200,0,7,0,201,6,400,193,22,12,155,12
