precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORARU IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","ZAMISNICU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DADU DORIN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PIPIRIG VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PLUMBU VIRGIL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"ȘCOALA PRIMARĂ BĂLTENI",609,PROBOTA,98649,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:20",638,632,0,5,1,376,370,0,5,1,351,10,700,300,4,311,22,13,1
24,IAŞI,"SCOLA GIMNAZIALA PERIENI",610,PROBOTA,98649,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:00:56",1194,1188,1,0,5,636,631,0,0,5,590,46,1297,661,47,363,140,38,2
24,IAŞI,"SCOLA GIMNAZIALA”PETRU ANGHEL”PROBOTA",608,PROBOTA,98649,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:50",990,987,1,0,2,456,454,0,0,2,429,27,1100,644,18,323,32,49,7
