precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL",109,CIUCUROVA,160225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:07",404,400,0,4,0,208,204,0,4,0,194,14,441,233,69,8,107,2,5,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ",107,CIUCUROVA,160225,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:12:52",1143,1130,0,11,2,547,534,0,11,2,484,58,1248,706,90,34,252,61,20,27
38,TULCEA,"ŞCOALA PRIMARĂ",108,CIUCUROVA,160225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:26",156,147,0,9,0,91,82,0,9,0,85,6,166,75,13,14,46,2,1,9
