precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","BADEA ADRIAN-voturi"
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",515,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:55",745,683,0,32,30,479,417,0,32,30,463,16,800,321,112,46,120,69,18,23,10,30,19,12,4
3,ARGEŞ,"ŞCOALA FATA",516,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:19",412,373,0,22,17,288,249,0,22,17,270,18,420,132,55,39,68,21,1,37,6,5,14,16,8
3,ARGEŞ,"ŞCOALA FRĂTICI",517,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:16",343,318,0,25,0,240,215,0,25,0,222,18,340,100,26,20,60,10,11,14,9,57,9,5,1
3,ARGEŞ,"ŞCOALA IZVORU DE SUS",518,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:37",278,264,0,13,1,169,155,0,13,1,161,8,297,128,27,30,30,11,11,12,0,5,24,11,0
3,ARGEŞ,"ŞCOALA PRODANI-CONTAINER MODULAR",519,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:33",572,547,5,11,9,403,383,0,11,9,385,18,630,227,138,35,91,22,10,30,3,27,14,12,3
3,ARGEŞ,"ŞCOALA VAŢA",520,VEDEA,19793,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:25",486,472,0,9,5,307,293,0,9,5,299,8,528,191,97,48,50,31,4,48,6,5,9,1,0
