precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"DISPENSAR UMAN",150,"FILDU DE JOS",141081,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:56",332,309,0,15,8,233,210,0,15,8,219,14,333,100,107,76,22,2,12
33,SĂLAJ,"SCOALA PRIMARA CU CLASELE I-IV",151,"FILDU DE JOS",141081,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:37",300,266,0,25,9,258,224,0,25,9,239,19,330,72,155,55,23,3,3
33,SĂLAJ,"ŞCOALA PRIMARĂ FILDU DE JOS",149,"FILDU DE JOS",141081,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:07:45",198,177,1,19,1,158,138,0,19,1,150,8,200,42,37,78,27,6,2
33,SĂLAJ,"ŞCOALA PRIMARĂ TETIŞU",152,"FILDU DE JOS",141081,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:48",223,202,0,12,9,171,150,0,12,9,166,5,230,59,5,21,4,134,2
