precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BODEA ILIE-CĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BORTEŞ DAN-GABRIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPREA MARIA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAŞCA CRISTIAN-DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CORCHEŞ DOREL-VALER-PARTIDUL S.O.S. ROMÂNIA-voturi","PRECUPAŞ CĂLIN-PARTIDUL ROMÂNIA MARE-voturi"
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:15",875,858,0,10,7,521,504,0,10,7,513,8,946,425,134,42,24,270,38,5
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:44",827,819,0,7,1,480,472,0,7,1,466,14,903,423,89,62,27,257,27,4
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:40",1220,1210,1,7,2,732,723,0,7,2,711,21,1334,602,132,47,32,427,65,8
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:14",820,806,0,13,1,509,495,0,13,1,501,8,890,381,83,49,29,303,32,5
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:37",773,766,0,4,3,452,445,0,4,3,444,8,846,394,101,29,31,264,12,7
1,ALBA,"ŞCOALA PRIMARĂ CERTEGE",130,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:26",327,310,0,10,7,160,143,0,10,7,157,3,351,191,24,4,3,111,15,0
1,ALBA,"ŞCOALA PRIMARĂ MIHOEŞTI",131,"ORAŞ CÂMPENI",1455,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:24",258,253,2,3,0,145,142,0,3,0,135,10,284,139,26,17,16,61,15,0
1,ALBA,"ŞCOALA PRIMARĂ VALEA BISTRII",132,"ORAŞ CÂMPENI",1455,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:03",368,358,1,8,1,236,227,0,8,1,228,8,395,159,59,10,16,60,80,3
1,ALBA,"ŞCOALA PRIMARĂ VÂRŞI",129,"ORAŞ CÂMPENI",1455,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:09",515,509,0,6,0,298,292,0,6,0,288,10,562,264,50,18,36,143,40,1
