precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NACHE ARISTIDE-voturi"
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:38",1302,1284,3,15,0,713,698,0,15,0,681,32,1400,687,73,66,247,62,221,12
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,641,21,1350,688,76,60,248,64,172,21
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:28:26",1141,1131,0,10,0,606,596,0,10,0,588,18,1257,651,55,63,222,86,148,14
