precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL BUDA",174,BUDA,45673,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:58",831,789,0,4,38,569,527,0,4,38,543,26,910,341,134,311,98
10,BUZĂU,"GRADINITA PN PIETROIU",176,BUDA,45673,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:12:45",533,512,0,10,11,323,302,0,10,11,297,26,566,243,35,178,84
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:27:40",902,865,0,17,20,552,515,0,17,20,508,23,970,439,57,419,32
