precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOROIU FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SERAFIM ION-PARTIDUL SOCIAL DEMOCRAT-voturi","MOROIU NICU-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞERBU LINA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRLEA SILVIU-voturi"
9,BRĂILA,"CĂMINUL CULTURAL ARICIU",227,"SALCIA TUDOR",43867,3,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:07",135,129,0,6,0,82,76,0,6,0,81,1,200,118,24,35,17,4,1
9,BRĂILA,"CĂMINUL CULTURAL OLĂNEASCA",230,"SALCIA TUDOR",43867,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:44",308,302,0,6,0,182,176,0,6,0,177,5,350,163,87,47,21,18,4
9,BRĂILA,"CĂMINUL CULTURAL SALCIA TUDOR",226,"SALCIA TUDOR",43867,3,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:32",531,527,0,4,0,357,353,0,4,0,345,12,571,214,150,75,97,16,7
9,BRĂILA,"GRĂDINIŢA CU PROGRAM NORMAL GULIANCA",229,"SALCIA TUDOR",43867,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:02",306,301,0,5,0,187,182,0,5,0,176,11,350,163,33,52,41,50,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA VODĂ",228,"SALCIA TUDOR",43867,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:53",641,633,0,6,2,387,379,0,6,2,376,11,671,284,55,250,57,3,11
