precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","BRĂGARU MATEI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOLBOAŞĂ ALIN-NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","DUIU ION-PARTIDUL NAȚIONAL LIBERAL-voturi"
30,OLT,"CASA SPECIALISTULUI",357,VĂLENI,129763,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:54",514,466,0,26,22,365,317,0,26,22,360,5,512,147,224,45,70,21
30,OLT,"ŞCOALA GENERALĂ VĂLENI",356,VĂLENI,129763,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:58:49",856,769,2,54,31,617,531,1,54,31,597,14,845,234,385,65,127,20
30,OLT,"ŞCOALA GENERALĂ VĂLENI",355,VĂLENI,129763,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:04:49",847,767,0,51,29,573,493,0,51,29,561,12,835,262,276,52,161,72
