precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","HORVAT EUGEN-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL",161,GÂRBOU,141232,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:37",102,84,0,16,2,75,57,0,16,2,72,3,110,35,3,18,48,1,2
33,SĂLAJ,"CĂMINUL CULTURAL",166,GÂRBOU,141232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:40",273,254,0,12,7,198,179,0,12,7,189,9,290,92,19,86,70,2,12
33,SĂLAJ,"CĂMINUL CULTURAL CERNUC",163,GÂRBOU,141232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:20",149,137,0,10,2,87,75,0,10,2,78,9,150,63,7,36,31,2,2
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:36:58",492,447,1,25,19,307,263,0,25,19,285,22,480,173,15,138,107,12,13
33,SĂLAJ,"ȘCOALA PRIMARĂ",165,GÂRBOU,141232,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:41:47",252,242,0,5,5,120,110,0,5,5,110,10,270,150,3,63,24,20,0
33,SĂLAJ,"ȘCOALA PRIMARĂ",164,GÂRBOU,141232,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:54",85,76,0,9,0,72,63,0,9,0,72,0,100,28,2,49,19,2,0
33,SĂLAJ,"ȘCOALA PRIMARĂ",162,GÂRBOU,141232,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:26",201,179,0,13,9,146,124,0,13,9,137,9,200,54,6,59,59,12,1
