precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL LUNCA TÂRNAVEI",408,ŞONA,7865,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:09:32",324,312,1,7,4,200,189,0,7,4,194,6,348,148,61,8,13,4,108
1,ALBA,"CĂMINUL CULTURAL ALECUŞ",406,ŞONA,7865,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:32",79,71,0,8,0,36,28,0,8,0,32,4,79,43,9,2,5,2,14
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:34:39",967,907,0,12,48,669,609,0,12,48,638,19,1050,393,82,40,46,12,458
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:23",1154,1140,0,5,9,660,646,0,5,9,609,51,1263,603,173,328,39,5,64
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:23:33",1067,1061,0,1,5,533,527,0,1,5,500,33,1167,634,167,20,48,45,220
