precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BERECHET IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANDA SERGIU-PARTIDUL NAȚIONAL LIBERAL-voturi","CONSTANTIN GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHIMBAŞ BOGDAN-FORȚA DREPTEI-voturi","SAVU REASILVIA-voturi"
31,PRAHOVA,"BIBLIOTECA ”DIMITRIE GUSTI” COMUNA POIANA-CĂMPINA",508,"POIANA CÂMPINA",131274,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:55",590,586,1,3,0,356,353,0,3,0,346,10,714,358,40,277,17,6,6
31,PRAHOVA,"CĂMINUL CULTURAL BOBOLIA",509,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:32:54",866,859,1,4,2,571,565,0,4,2,562,9,900,329,34,476,16,20,16
31,PRAHOVA,"PRIMĂRIA POIANA CÂMPINA-CLĂDIRE BIROURI",507,"POIANA CÂMPINA",131274,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:56:12",1203,1197,1,3,2,673,668,0,3,2,655,18,1300,627,47,513,22,67,6
31,PRAHOVA,"ŞCOALA GENERALĂ PIETRIŞU",510,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:07:12",461,453,0,7,1,269,261,0,7,1,259,10,500,231,20,209,16,10,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ÎNVĂŢĂTOR ION MATEESCU” POIANA-CĂMPINA",506,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:06:11",996,989,0,5,2,587,580,0,5,2,561,26,1100,513,58,448,37,10,8
