precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRĂISTARU ION-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","JITARU FLORIAN-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NICOLIŢOIU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂSĂRICĂ ION-FORȚA DREPTEI-voturi"
17,DOLJ,"ANEXĂ ȘCOALĂ",491,SOPOT,74242,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:59:12",276,265,0,2,9,181,170,0,2,9,169,12,300,119,137,12,15,5
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",493,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:06",344,339,0,3,2,210,205,0,3,2,195,15,360,150,136,25,8,26
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",490,SOPOT,74242,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:37:26",359,349,0,6,4,200,190,0,6,4,183,17,393,193,148,12,21,2
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",492,SOPOT,74242,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:48:23",241,229,0,9,3,160,148,0,9,3,151,9,282,122,134,4,12,1
17,DOLJ,"SCOALA SÎRSCA",494,SOPOT,74242,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:45:21",129,121,0,8,0,83,75,0,8,0,75,8,164,81,58,4,12,1
