precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
8,BRAŞOV,"CAMIN CULTURAL",433,TĂRLUNGENI,42003,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:47:11",1786,1762,7,9,8,923,906,0,9,8,766,157,1900,977,136,70,20,297,112,74,57
8,BRAŞOV,"GRADINITA PROGRAM PRELUNGIT",434,TĂRLUNGENI,42003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:04:37",1759,1740,3,9,7,927,910,1,9,7,888,39,1900,973,307,40,15,272,21,126,107
8,BRAŞOV,"SCOALA GENERALA CARPINIS",436,TĂRLUNGENI,42003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:53",1316,1301,10,5,0,637,632,0,5,0,622,15,1400,763,23,44,39,157,4,216,139
8,BRAŞOV,"SCOALA GENERALA PURCARENI",437,TĂRLUNGENI,42003,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:27:40",1231,1212,1,13,5,725,707,0,13,5,682,28,1414,704,205,25,30,224,4,110,84
8,BRAŞOV,"SCOALA GENERALA ZIZIN",438,TĂRLUNGENI,42003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:37:33",1139,1127,2,8,2,842,832,0,8,2,780,62,1300,458,168,424,14,104,3,35,32
8,BRAŞOV,"SCOALA GENERALA ZIZIN",439,TĂRLUNGENI,42003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:36:36",1237,1219,1,8,9,890,872,1,8,9,834,56,1311,421,176,467,15,104,7,37,28
8,BRAŞOV,"ȘCOALA PRIMARĂ CĂRPINIȘ",435,TĂRLUNGENI,42003,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:48",1336,1314,3,19,0,631,612,0,19,0,624,7,1400,769,39,47,27,188,8,247,68
