precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂDULESCU MARCELA-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOROS TUDORIŢA-PARTIDUL NAȚIONAL LIBERAL-voturi","CAZACU GEORGE-FORȚA DREPTEI-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL RARIȘTEA, LOC. RARIȘTEA",460,"ION CORVIN",61951,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:24",121,110,0,8,3,121,110,0,8,3,118,3,210,89,14,40,64
14,CONSTANŢA,"ŞCOALA CRÎNGU",459,"ION CORVIN",61951,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:52",82,75,0,6,1,52,45,0,6,1,49,3,84,32,14,8,27
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ NR.1 ION CORVIN, LOC. ION CORVIN",458,"ION CORVIN",61951,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:08",490,477,0,5,8,302,289,0,5,8,295,7,524,222,59,85,151
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR. 2 VIILE",461,"ION CORVIN",61951,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:33",797,762,1,7,27,567,532,1,7,27,547,20,838,271,57,256,234
