precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi"
35,SUCEAVA,"CAMINUL CULTURAL AL COMUNEI MITOCU DRAGOMIRNEI",391,"MITOCU DRAGOMIRNEI",146325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:10:44",1331,1292,2,29,8,801,763,1,29,8,772,29,1429,628,35,402,15,115,115,59,31
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:06:20",1901,1891,1,5,4,1134,1125,0,5,4,1019,106,2081,956,84,408,66,215,100,78,68
35,SUCEAVA,"ŞCOALA PRIMARĂ ”ION CREANGĂ” MITOCAŞI",394,"MITOCU DRAGOMIRNEI",146325,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:45",779,768,0,7,4,475,464,0,7,4,463,12,844,369,15,242,1,133,29,24,19
35,SUCEAVA,"ŞCOALA PRIMARĂ LIPOVENI",393,"MITOCU DRAGOMIRNEI",146325,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:28",393,388,0,5,0,215,210,0,5,0,204,11,420,205,137,28,1,9,11,3,15
