precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ONEAGA IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MAZURU CODRIN-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","LÎNĂ OVIDIU-FORȚA DREPTEI-voturi"
24,IAŞI,"CĂMIN CULTURAL FORĂŞTI",479,GROPNIŢA,97321,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:10:24",431,423,0,1,7,264,256,0,1,7,258,6,500,236,204,49,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ SĂVENI",481,GROPNIŢA,97321,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:47",614,606,0,6,2,317,309,0,6,2,305,12,611,294,237,64,4
24,IAŞI,"ȘCOALA PRIMARĂ MĂLĂEȘTI",480,GROPNIŢA,97321,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:12",343,339,0,4,0,219,219,0,0,0,208,11,400,181,173,27,8
24,IAŞI,"ŞCOALA PRIMARĂ SÂNGERI",482,GROPNIŢA,97321,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:52",332,325,0,7,0,180,173,0,7,0,177,3,400,220,145,24,8
24,IAŞI,"ȘCOALA PROFESIONALĂ GROPNIȚA",477,GROPNIŢA,97321,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:04",328,317,0,3,8,198,187,0,3,8,187,11,326,128,117,67,3
24,IAŞI,"SEDIUL PRIMĂRIEI",478,GROPNIŢA,97321,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:33:04",524,512,0,9,3,314,302,0,9,3,285,16,524,217,194,40,51
