precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:04",915,842,1,28,44,609,537,0,28,44,599,10,929,320,334,259,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:44",1032,952,0,25,55,739,659,0,25,55,716,23,1100,361,323,385,8
