precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ELECHEŞ BOGDAN-ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROŞALĂ FLAVIU-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BOERIU MARIUS-IOSIF-PARTIDUL PATRIOȚILOR-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL COMĂNA DE JOS",328,COMANA,40857,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:17",896,860,2,22,12,587,551,2,22,12,530,21,900,341,46,281,198,5
8,BRAŞOV,"CĂMINUL CULTURAL COMĂNA DE SUS",329,COMANA,40857,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:50",316,299,1,12,4,233,217,0,12,4,222,6,354,126,17,31,172,2
8,BRAŞOV,"CĂMINUL CULTURAL CRIHALMA",330,COMANA,40857,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:00",613,602,0,7,4,382,371,0,7,4,370,12,700,318,14,153,202,1
8,BRAŞOV,"CĂMINUL CULTURAL TICUŞU NOU",331,COMANA,40857,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:31:08",503,492,1,10,0,365,354,1,10,0,345,18,522,157,5,170,169,1
