precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LACZKÓ-ALBERT ELEMÉR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"GRĂDINITA DE COPII ALSZEG",223,REMETEA,85412,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:41",1380,1343,3,0,34,801,766,1,0,34,746,55,1600,799,746
21,HARGHITA,"GRADINIȚA DE COPII TULAMAROS",225,REMETEA,85412,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:20",1232,1185,4,1,42,724,681,0,1,42,712,12,1290,566,712
21,HARGHITA,"ȘCOALA GENERALA ”BALÁS JENŐ”",222,REMETEA,85412,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:30",1142,1091,2,0,49,699,649,1,0,49,664,35,1200,501,664
21,HARGHITA,"SCOLA GIMNAZIALA FRÁTER GYÖRGY",224,REMETEA,85412,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:36",1367,1325,2,0,40,840,800,0,0,40,801,39,1500,660,801
