precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SÎRBU AURELIA-SIMONA-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂRGINEAN TEODOR-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL LUNCA TÂRNAVEI",408,ŞONA,7865,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:32",324,312,1,7,4,200,189,0,7,4,197,3,348,148,59,138
1,ALBA,"CĂMINUL CULTURAL ALECUŞ",406,ŞONA,7865,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:33",79,71,0,8,0,36,28,0,8,0,35,1,79,43,11,24
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:14:57",955,907,0,0,48,657,609,0,0,48,642,15,1050,393,91,551
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:52",1154,1140,0,5,9,660,646,0,5,9,620,40,1263,603,427,193
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:14:42",1062,1056,0,1,5,533,527,0,1,5,514,19,1167,634,237,277
