precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROTAR CRISTIAN-ALIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MARTON HENRIETTA-JUDITH-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ABRUDEAN GAVRIL-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CAMINUL CULTURAL UNGURAS",654,UNGURAŞ,59880,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:59",692,670,0,1,21,465,443,0,1,21,453,12,736,271,163,228,62
13,CLUJ,"GRADINITA CU PROGRAM NORMAL",653,UNGURAŞ,59880,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:42",736,706,0,8,22,475,445,0,8,22,457,18,783,308,185,239,33
13,CLUJ,"GRADINIŢA CU PROGRAM NORMAL VALEA UNGURAŞULUI",656,UNGURAŞ,59880,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:15",166,155,0,8,3,106,95,0,8,3,101,5,174,68,71,7,23
13,CLUJ,"SCOALA GIMNAZIALA BATIN",655,UNGURAŞ,59880,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:37",507,479,0,9,19,378,350,0,9,19,359,19,550,172,288,23,48
