precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CATRINA CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STUPARU MONICA-ILEANA-PARTIDUL NAȚIONAL LIBERAL-voturi","DOBRE ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL IZVORU",204,CREŢENI,169306,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:15",449,439,1,3,6,282,272,1,3,6,267,15,480,198,118,115,34
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL STREMINOASA",205,CREŢENI,169306,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:42",486,466,0,12,8,314,294,0,12,8,303,11,510,196,231,67,5
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ CREȚENI",203,CREŢENI,169306,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:14:34",872,836,0,16,20,519,483,0,16,20,493,26,920,401,344,117,32
