precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"GRADINITA DE COPII CRISTIAN",332,CRISTIAN,40900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:11",1343,1323,7,12,1,763,749,1,12,1,753,10,1500,737,22,315,162,254
8,BRAŞOV,"GRADINIȚA DE COPII CRISTIAN",333,CRISTIAN,40900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:09:17",1331,1314,4,7,6,709,694,2,7,6,691,18,1463,754,24,387,139,141
8,BRAŞOV,"GRĂDINIȚA DE COPII, CRISTIAN",335,CRISTIAN,40900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:42",1332,1288,13,26,5,819,786,2,26,5,811,8,1400,575,27,374,108,302
8,BRAŞOV,"SCOALA GENERALA, CORP B",334,CRISTIAN,40900,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:09",1988,1940,27,15,6,1103,1080,2,15,6,1071,32,2100,997,44,545,226,256
