precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"ŞCOALA FIŞCĂLIA",258,IONEŞTI,170514,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:38",794,793,0,0,1,461,460,0,0,1,436,25,870,409,11,34,182,209
40,VÂLCEA,"ŞCOALA FOTEŞTI",259,IONEŞTI,170514,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:49",662,655,0,0,7,373,366,0,0,7,355,18,720,329,3,36,247,69
40,VÂLCEA,"ŞCOALA IONEŞTII GOVORII",257,IONEŞTI,170514,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:15",1073,1064,2,5,2,543,536,0,5,2,516,27,1170,627,17,70,297,132
40,VÂLCEA,"ŞCOALA MARCEA",260,IONEŞTI,170514,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:01",646,642,1,2,1,361,358,0,2,1,351,10,710,339,4,58,212,77
