precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL OLTENILOR-voturi"
17,DOLJ,"CAMIN CULTURAL GOIESTI SALA",373,GOIEŞTI,72677,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:04",1203,1143,3,38,19,840,784,0,37,19,751,36,1187,400,180,56,29,409,64,13
17,DOLJ,"SCOALA CLS I-IV MOGOSESTI SALA",375,GOIEŞTI,72677,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:51",544,531,0,10,3,368,355,0,10,3,353,15,600,232,116,10,24,180,7,16
17,DOLJ,"SCOALA CU CLS I-IV MALAESTI SALA",374,GOIEŞTI,72677,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:07:24",305,295,0,7,3,200,190,0,7,3,192,8,400,200,92,7,4,61,8,20
17,DOLJ,"SCOALA CU CLS I-VIII TANDARA SALA",376,GOIEŞTI,72677,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:12:56",556,541,0,9,6,387,372,0,9,6,374,13,600,213,171,30,23,137,12,1
