precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBANU ADRIAN-GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","LAZĂR COSTEL-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","RUGINĂ DAN-CIPRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BIRÓ BARNA-BOTOND-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TŐKÉS LEHEL-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"LICEUL TEHNOLOGIC CORP D",118,CORBU,84148,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:43:02",408,402,1,5,0,219,214,0,5,0,206,13,450,231,9,59,121,15,2
21,HARGHITA,"LICEUL TEHNOLOGIC ”FOGARASY MIHÁLY”",32,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:03",1733,1712,6,12,3,729,714,0,12,3,696,33,1900,1171,6,6,20,586,78
21,HARGHITA,"LICEUL TEHNOLOGIC ”GÁBOR ÁRON”, VLĂHIŢA",87,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:34",930,928,0,2,0,496,494,0,2,0,487,9,1000,504,1,5,3,286,192
21,HARGHITA,"LICEUL TEHNOLOGIC ”KÓS KÁROLY”",42,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:50",1522,1503,12,6,1,748,741,0,6,1,735,13,1600,852,3,1,3,688,40
21,HARGHITA,"LICEUL TEHNOLOGIC ”KÓS KÁROLY”",41,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:19",1628,1611,3,13,1,884,870,0,13,1,868,16,1800,916,6,4,2,784,72
21,HARGHITA,"LICEUL TEHNOLOGIC ”LIVIU REBREANU” BĂLAN - CLĂDIRE GRĂDINIȚA NR. 2",72,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:03",1216,1208,0,7,1,412,404,0,7,1,379,33,1300,888,59,53,135,124,8
21,HARGHITA,"LICEUL TEHNOLOGIC SOVER ELEK",154,JOSENI,84558,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:29",1378,1353,6,0,19,735,715,1,0,19,721,14,1500,765,0,0,1,696,24
21,HARGHITA,"LICEUL TEHNOLOGIC SOVER ELEK",153,JOSENI,84558,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:24",1394,1372,0,0,22,760,738,0,0,22,739,21,1500,740,0,1,4,713,21
21,HARGHITA,"LICEUL TEHNOLOGIC SOVER ELEK",152,JOSENI,84558,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:18",1182,1155,4,2,21,651,628,0,2,21,634,17,1300,649,1,0,4,606,23
21,HARGHITA,"LICEUL TEHNOLOGIC „ZIMMETHAUSEN„",74,"ORAŞ BORSEC",83491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:07",897,875,5,4,13,506,488,1,4,13,498,8,1150,644,19,27,71,360,21
21,HARGHITA,"LICEUL TEOLOGIC UNITARIAN „BERDE MÓZES” CRISTURU SECUIESC",80,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:47",1691,1680,3,4,4,871,863,0,4,4,852,19,1700,829,3,5,8,599,237
21,HARGHITA,"LICEUL TEORETIC ”KEMENY JANOS” TOPLIŢA",59,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:08",1329,1321,0,8,0,660,652,0,8,0,622,38,1500,840,58,220,172,162,10
21,HARGHITA,"LICEUL TEORETIC ”SALAMON ERNŐ”",31,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:38",1764,1715,18,24,7,815,784,0,24,7,778,37,1900,1085,17,13,25,625,98
21,HARGHITA,"PAROHIA REFORMATĂ ALUNIȘ",197,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:14",130,127,0,0,3,85,82,0,0,3,84,1,200,115,0,1,0,77,6
21,HARGHITA,"PAROHIA ROMANO-CATOLICĂ CRISTURU SECUIESC",78,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:22",1360,1348,4,4,4,654,646,0,4,4,633,21,1400,746,2,1,5,470,155
21,HARGHITA,"PRIMĂRIA CÎRŢA",103,CÂRŢA,84102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:26",828,803,10,0,15,515,498,2,0,15,497,18,900,385,0,0,2,484,11
21,HARGHITA,"PRIMĂRIA COMUNEI FRUMOASA",146,FRUMOASA,84415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:07",1566,1518,2,25,21,815,790,0,4,21,787,28,1600,785,5,2,11,669,100
21,HARGHITA,"PRIMĂRIA COMUNEI PORUMBENI",213,PORUMBENI,86487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:43",1035,1012,4,1,18,628,608,1,1,18,625,3,1100,472,0,2,3,608,12
21,HARGHITA,"PRIMARIA COMUNEI PRAID- SALA DE SEDINTE AL CONS.LOCAL",215,PRAID,85341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:46",1475,1462,3,5,5,725,715,0,5,5,705,20,1600,875,3,2,8,596,96
21,HARGHITA,"PRIMĂRIA COMUNEI SĂCEL",228,SĂCEL,85467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:21:15",88,87,0,1,0,46,45,0,1,0,38,8,200,154,1,4,25,7,1
21,HARGHITA,"PRIMĂRIA COMUNEI SICULENI",252,SICULENI,85626,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:13",1167,1110,4,0,53,669,615,1,0,53,650,19,1200,531,6,10,19,593,22
21,HARGHITA,"PRIMĂRIA COMUNEI SUSENI",256,SUSENI,85920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:59",835,833,0,1,1,452,450,0,1,1,437,15,900,448,4,0,1,288,144
21,HARGHITA,"PRIMĂRIA COMUNEI SUSENI",255,SUSENI,85920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:44",883,876,4,2,1,455,452,0,2,1,431,24,900,445,3,0,2,307,119
21,HARGHITA,"PRIMĂRIA COMUNEI VĂRȘAG",283,VĂRŞAG,86311,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:20",1102,1084,7,0,11,641,628,2,0,11,619,22,1200,559,0,1,4,603,11
21,HARGHITA,"PRIMĂRIA LUNCA DE SUS",169,"LUNCA DE SUS",84754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:56",1343,1335,1,7,0,706,699,0,7,0,674,32,1400,694,3,1,5,599,66
21,HARGHITA,"PRIMĂRIA MEREŞTI",191,MEREŞTI,85056,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:35",1089,1043,2,9,35,564,520,0,9,35,549,15,1100,536,2,3,3,510,31
21,HARGHITA,"PRIMĂRIA SÎNDOMINIC",238,SÂNDOMINIC,85760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:04",1481,1468,2,0,11,765,754,0,0,11,752,13,1600,835,1,2,3,729,17
21,HARGHITA,"PRIMĂRIA SÎNDOMINIC",239,SÂNDOMINIC,85760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:36",1476,1451,1,2,22,791,767,0,2,22,777,14,1600,809,0,0,6,740,31
21,HARGHITA,"PRIMARIA SÎNMARTIN",242,SÂNMARTIN,85788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:30",916,896,3,1,16,588,570,1,1,16,559,29,1000,412,5,0,3,521,30
21,HARGHITA,"PRIMARIA SÎNMARTIN",243,SÂNMARTIN,85788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:59",884,876,0,2,6,487,479,0,2,6,457,30,950,463,4,0,8,431,14
21,HARGHITA,"PRIMĂRIA ZETEA",288,ZETEA,86366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:32",1234,1230,1,2,1,608,605,0,2,1,589,19,1300,692,0,3,1,579,6
21,HARGHITA,"SALA DE MANIFESTATII",214,PORUMBENI,86487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:44:33",413,395,2,3,13,249,232,1,3,13,247,2,450,201,0,1,0,239,7
21,HARGHITA,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”JÓZSEF ATTILA” MIERCUREA-CIUC",15,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:24",1625,1596,15,13,1,720,706,0,13,1,701,19,1800,1080,27,36,58,534,46
21,HARGHITA,"SALA DE SPORT A ȘCOLII GIMNAZILAE ”JÓZSEF ATTILA” MIERCUREA-CIUC",16,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:44",1446,1440,0,0,6,618,618,0,0,0,607,11,1600,982,32,37,63,423,52
21,HARGHITA,"SALĂ DE SPORT CICEU",106,CICEU,86461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:30",1136,1107,1,1,27,690,661,1,1,27,671,19,1200,510,4,1,3,631,32
21,HARGHITA,"SC.GIM. ARANY JANOS",192,MIHĂILENI,85074,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:54",812,799,0,7,6,484,471,0,7,6,448,36,900,416,3,4,3,323,115
21,HARGHITA,"S.C. GOSCOM S.A MIERCUREA-CIUC",11,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:57",1156,1156,0,0,0,450,450,0,0,0,430,20,1300,850,7,9,33,333,48
21,HARGHITA,"ȘCOALA GENERALA ”BALÁS JENŐ”",222,REMETEA,85412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:04",1142,1091,2,0,49,699,649,1,0,49,673,26,1200,501,0,0,1,667,5
21,HARGHITA,"ȘCOALA GENERALÂ DÂRJIU JÁNOS ZSIGMOND",129,DÂRJIU,84380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:44",523,522,1,0,0,246,246,0,0,0,233,13,550,304,3,1,6,216,7
21,HARGHITA,"ȘCOALA GENERALĂ DIN MUJNA",130,DÂRJIU,84380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:50",291,284,1,6,0,142,136,0,6,0,130,12,300,158,0,1,2,125,2
21,HARGHITA,"ŞCOALA GENERALĂ FORŢENI",140,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:18",429,420,3,3,3,268,260,2,3,3,263,5,500,232,0,1,3,247,12
21,HARGHITA,"ŞCOALA GENERALĂ HOGHIA",141,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:44",226,222,0,3,1,134,130,0,3,1,131,3,300,166,0,0,1,96,34
21,HARGHITA,"ŞCOALA GENERALĂ POLONIŢA",142,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:05",327,317,2,8,0,171,162,1,8,0,168,3,400,229,0,1,0,151,16
21,HARGHITA,"ŞCOALA GENERALĂ TĂURENI",143,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:35",615,611,0,4,0,351,347,0,4,0,345,6,600,249,0,0,2,289,54
21,HARGHITA,"ŞCOALA GENERALĂ TELEAC",144,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:26:08",188,181,1,6,0,113,106,1,6,0,109,4,200,87,1,0,3,99,6
21,HARGHITA,"SCOALA GIMNAZIALA",193,MIHĂILENI,85074,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:43",407,396,3,5,3,189,181,0,5,3,179,10,400,211,23,39,59,37,21
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ANDREI ŞAGUNA” CĂLIMĂNEL",65,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:09",965,956,0,9,0,448,439,0,9,0,419,29,1000,552,30,153,224,12,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ANDREI ŞAGUNA” VALE",61,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:26",1505,1496,0,8,1,782,773,0,8,1,742,40,1700,918,41,246,403,50,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ARANY JÁNOS” SÂNTIMBRU",247,SÂNTIMBRU,86519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:22",995,979,2,0,14,555,541,0,0,14,537,18,1050,495,0,0,5,515,17
21,HARGHITA,"SCOALA GIMNAZIALĂ ”BENEDEK FIDEL” BISERICANI",174,LUPENI,84825,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:34",608,583,0,9,16,422,397,0,9,16,399,7,700,294,1,1,4,391,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR”",49,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:16",1283,1275,3,4,1,669,664,0,4,1,652,17,1400,731,3,1,4,613,31
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR”",47,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:59",1262,1248,5,9,0,633,624,0,9,0,624,9,1600,967,6,0,5,589,24
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR”",50,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:46",1335,1324,2,8,1,671,662,0,8,1,662,9,1500,829,0,3,4,612,43
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR”",51,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:04",1375,1364,4,6,1,534,527,0,6,1,523,11,1500,966,2,2,4,489,26
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR”",48,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:57",1269,1258,5,6,0,584,577,1,6,0,570,14,1400,816,3,1,6,538,22
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR” LĂZAREA",157,LĂZAREA,84594,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:41",1105,1095,1,8,1,602,593,0,8,1,528,74,1200,598,0,2,0,418,108
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR” LĂZAREA",156,LĂZAREA,84594,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:13",1691,1655,5,8,23,918,896,1,3,18,876,42,1700,782,3,7,10,673,183
21,HARGHITA,"ȘCOALA GIMNAZIALĂ BÎRZAVA",147,FRUMOASA,84415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:50",542,535,0,1,6,328,321,0,1,6,324,3,650,322,1,0,1,305,17
21,HARGHITA,"ŞCOALA GIMNAZIALĂ CORUND",120,CORUND,84175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:46",1388,1368,2,2,16,794,776,0,2,16,791,3,1500,706,5,2,6,770,8
21,HARGHITA,"ȘCOALA GIMNAZIALĂ CORUND",121,CORUND,84175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:56",1437,1407,2,1,27,622,594,0,1,27,617,5,1600,978,0,0,15,593,9
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „CSIBY ANDOR” DITRĂU „KOHID”",136,DITRĂU,84344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:29",914,899,2,0,13,483,470,0,0,13,469,14,1000,517,0,0,1,451,17
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „DR. CSIBY ANDOR” DITRĂU",137,DITRĂU,84344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:43",874,865,5,0,4,469,465,0,0,4,453,16,1000,531,2,0,3,426,22
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",149,GĂLĂUŢAŞ,84460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:45",934,924,2,1,7,448,440,0,1,7,425,23,900,452,43,73,200,107,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",150,GĂLĂUŢAŞ,84460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:33",697,693,1,2,1,271,268,0,2,1,262,9,800,529,44,48,106,62,2
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",151,GĂLĂUŢAŞ,84460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:46",308,304,1,2,1,193,190,0,2,1,176,17,400,207,49,42,76,9,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ FÂNTÂNA BRAZILOR",123,CORUND,84175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:02:14",255,252,3,0,0,183,182,1,0,0,183,0,300,117,0,0,1,182,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”FULOP ARON” FELICENI",139,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:46",892,885,4,3,0,553,548,2,3,0,544,9,900,347,4,1,6,421,112
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”GAL SANDOR” CIUCSÂNGEORGIU",107,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:25",910,903,0,0,7,401,394,0,0,7,371,30,900,499,0,1,11,353,6
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”GAL SANDOR” CIUCSÂNGEORGIU",108,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:44",690,682,2,0,6,341,335,0,0,6,332,9,800,459,3,1,2,313,13
21,HARGHITA,"ŞCOALA GIMNAZIALĂ GÂRCIU",221,RACU,86495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:34",394,374,1,0,19,245,226,0,0,19,243,2,400,155,0,1,3,237,2
21,HARGHITA,"SCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CLĂDIRE ȘCOALA NR. 1",70,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:30",1205,1190,0,6,9,444,430,0,6,8,416,28,1300,856,53,70,88,196,9
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CORP A,B",71,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:23",1170,1158,1,4,7,392,381,0,4,7,369,23,1300,908,55,50,110,148,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ HODOȘA GARĂ",234,SĂRMAŞ,85528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:21",1170,1160,2,2,6,575,567,0,2,6,531,44,1200,625,87,162,159,114,9
21,HARGHITA,"ŞCOALA GIMNAZIALĂ IZVORUL TROTUŞULUI",171,"LUNCA DE SUS",84754,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:33",592,588,0,4,0,292,288,0,4,0,281,11,700,408,0,1,1,255,24
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”JÓKAI MÓR” SUB CETATE",291,ZETEA,86366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:16",715,696,16,3,0,273,267,3,3,0,267,6,800,527,1,1,0,249,16
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",12,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:34",1394,1372,5,12,5,677,660,0,12,5,636,17,1600,947,28,25,38,472,73
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",14,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:10",1639,1627,3,7,2,665,656,0,7,2,655,10,1700,1035,27,41,49,486,52
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",13,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:40",1428,1411,5,8,4,605,592,1,8,4,593,12,1600,995,16,29,47,448,53
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”KELEMEN IMRE” OCLAND",204,OCLAND,85243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:08",590,587,1,2,0,303,301,0,2,0,295,8,600,297,0,0,10,262,23
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KISS FERENC”",179,MĂDĂRAŞ,86438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:43",1025,1011,4,2,8,674,664,0,2,8,654,20,1080,406,2,0,2,621,29
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KISS FERENC”",180,MĂDĂRAŞ,86438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:11",797,784,0,0,13,515,502,0,0,13,494,21,900,385,0,1,1,461,31
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",25,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:16",1832,1807,16,7,2,710,701,0,7,2,678,32,1800,1090,15,16,36,547,64
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",27,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:54",1773,1760,5,2,6,687,679,0,2,6,670,17,2000,1313,12,24,59,509,66
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",26,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:26",1682,1661,7,14,0,717,702,1,14,0,697,20,1800,1083,21,26,48,513,89
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „KRIZA JÁNOS”",102,CĂPÂLNIŢA,83963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:37",847,836,0,4,7,451,440,0,4,7,434,17,900,449,1,2,1,414,16
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „KRIZA JÁNOS”",101,CĂPÂLNIŢA,83963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:43",827,819,1,0,7,480,472,1,0,7,468,12,900,420,2,3,3,442,18
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”LÁSZLÓ GYULA” SÎNPAUL",190,MĂRTINIŞ,84923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:46",400,398,0,1,1,206,204,0,1,1,198,8,250,44,1,0,2,149,46
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”LIVIU REBREANU” MIERCUREA-CIUC",9,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:37",1498,1481,9,6,2,657,649,0,6,2,643,14,1600,943,25,17,37,501,63
21,HARGHITA,"ŞCOALA GIMNAZIALA ” MAJLATH GUSZTAV KAROLY”",165,"LUNCA DE JOS",84656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:23",1413,1407,3,2,1,594,589,2,2,1,575,19,1500,906,1,3,6,499,66
21,HARGHITA,"ŞCOALA GIMNAZIALĂ MARTON ARON BRĂDEŞTI",99,BRĂDEŞTI,83151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:33",1113,1100,2,9,2,746,739,0,5,2,723,23,1150,404,12,2,5,682,22
21,HARGHITA,"ŞCOALA GIMNAZIALĂ MARTON ARON SÎNDOMINIC",240,SÂNDOMINIC,85760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:25",1062,1055,2,1,4,551,545,1,1,4,539,12,1200,649,0,1,0,526,12
21,HARGHITA,"ȘCOALA GIMNAZIALĂ MARTON ARON SÎNDOMINIC",241,SÂNDOMINIC,85760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:38",1062,1045,4,0,13,560,546,1,0,13,543,17,1150,590,1,1,2,529,10
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „MÁRTON ÁRON”, TĂIETURA",203,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:57:54",215,206,0,7,2,99,90,0,7,2,97,2,200,101,0,0,1,92,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MARTON FERENC” BANCU",111,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:29",1094,1081,1,6,6,505,493,0,6,6,498,7,1050,545,0,0,8,463,27
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",83,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:29",1348,1340,2,6,0,699,693,0,6,0,669,30,1600,901,3,4,6,264,392
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",84,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:36",1593,1579,6,5,3,1013,1001,4,5,3,1002,11,1700,687,1,0,3,347,651
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MIRON CRISTEA” TOPLIŢA",57,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:53",1537,1526,0,1,10,675,664,0,1,10,606,47,1700,1047,45,195,250,110,6
