precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMIN CULTURAL ZĂBRANI",426,ZĂBRANI,12778,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:01:31",993,973,2,7,11,573,557,1,4,11,560,13,1070,497,161,78,145,154,14,8
2,ARAD,"CĂMINUL CULTURAL NEUDORF",429,ZĂBRANI,12778,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:00:18",858,842,4,5,7,446,433,1,5,7,425,21,937,491,87,53,141,102,26,16
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ZĂBRANI",427,ZĂBRANI,12778,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:32:21",884,869,0,8,7,506,491,0,8,7,489,17,960,454,125,70,143,130,12,9
2,ARAD,"GRĂDINIŢA PROGRAM NORMAL CHESINŢ",428,ZĂBRANI,12778,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:52:30",918,877,0,20,21,583,542,0,20,21,562,21,990,407,42,63,162,193,90,12
