precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÖSZÖRMENYI CRISTIAN-COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","CORDA GLIGOR-PARTIDUL SOCIAL DEMOCRAT-voturi","GÁL-MÁTÉ ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL JEBUCU",68,ALMAŞU,139982,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:19",324,268,0,27,29,286,230,0,27,29,279,7,328,37,7,3,269
33,SĂLAJ,"CĂMINUL CULTURAL PETRINZEL",70,ALMAŞU,139982,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:17",100,85,1,14,0,72,57,1,14,0,71,1,125,53,10,0,61
33,SĂLAJ,"CĂMINUL CULTURAL STANA",71,ALMAŞU,139982,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:54",104,84,0,16,4,80,60,0,16,4,79,1,125,45,5,3,71
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:36:21",780,713,0,31,36,574,507,0,31,36,538,36,715,139,213,35,290
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:10:45",103,86,0,15,2,86,69,0,15,2,86,0,140,54,23,6,57
33,SĂLAJ,"SCOALA PRIMARA MESTEACANU",69,ALMAŞU,139982,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:35",273,249,0,18,6,200,176,0,18,6,191,9,275,75,57,19,115
