precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PRO ROMÂNIA-voturi"
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL DEDULEŞTI",382,TOPLICENI,49769,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:40:54",756,729,1,16,10,474,447,1,16,10,440,34,790,316,35,271,23,18,15,52,26
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL RĂDUCEŞTI",385,TOPLICENI,49769,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:30",401,389,0,11,1,229,217,0,11,1,222,7,430,201,19,113,58,8,17,1,6
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:15",825,801,1,14,9,443,420,0,14,9,422,21,900,457,38,262,36,28,43,5,10
10,BUZĂU,"ŞCOALA GIMNAZIALA TOPLICENI",380,TOPLICENI,49769,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:32:44",1027,999,0,20,8,554,526,0,20,8,537,17,1100,546,32,269,114,62,28,3,29
10,BUZĂU,"SCOALA GURA-FAGETULUI",383,TOPLICENI,49769,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:53:16",150,145,0,5,0,101,96,0,5,0,97,4,160,59,9,59,1,5,20,1,2
10,BUZĂU,"ŞCOALA PRIMARA POŞTA",384,TOPLICENI,49769,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:52:43",429,412,0,14,3,244,227,0,14,3,235,9,444,168,13,145,34,22,10,1,10
