precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI” PEŞTIŞANI",262,PEŞTIŞANI,81184,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:38:56",1340,1323,1,10,6,789,773,0,10,6,763,26,1400,611,149,40,344,68,132,30
20,GORJ,"ȘCOALA GIMNAZIALĂ PEȘTIȘANI",263,PEŞTIŞANI,81184,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:12:34",1318,1278,1,25,14,847,808,0,25,14,821,26,1400,553,97,47,383,55,168,71
20,GORJ,"ȘCOALA PRIMARĂ BRĂDICENI",264,PEŞTIŞANI,81184,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:36",508,504,0,4,0,335,331,0,4,0,329,5,610,275,118,8,144,22,31,6
