precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEAGU SORINA-ADRIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LAZĂR HORAŢIU-MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi","SAFTA MIHAI-IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ARSENIE CLAUDIU-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CĂMINUL CULTURAL DAMIAN",475,SADOVA,73996,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:26",1371,1337,1,18,15,864,830,1,18,15,831,33,1500,636,87,21,414,309
17,DOLJ,"SCOALA GIMNAZIALA SADOVA, LOCAL DEAL",474,SADOVA,73996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:50:46",1227,1186,1,17,23,667,628,0,17,22,607,60,1400,733,273,134,93,107
17,DOLJ,"SCOALA GIMNAZIALA SADOVA LOCAL VALE",473,SADOVA,73996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:46:01",1237,1206,2,15,14,689,660,0,15,14,646,43,1300,611,310,114,116,106
17,DOLJ,"ŞCOALA GIMNAZIALĂ SADOVA, STRUCTURA PISCU – SADOVEI LOCAL VECHI",476,SADOVA,73996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:48",917,882,3,18,14,560,526,2,18,14,550,10,1000,440,74,11,47,418
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",472,SADOVA,73996,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:05:41",1568,1560,0,4,4,275,267,0,4,4,248,27,1700,1425,114,28,41,65
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",471,SADOVA,73996,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:56",537,530,0,3,4,223,216,0,3,4,207,16,558,335,74,18,68,47
