precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” LAZA",360,LAZA,164598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:35",1463,1461,0,0,2,681,679,0,0,2,659,22,1530,849,214,23,357,30,33,2
39,VASLUI,"ŞCOALA PRIMARĂ, RÂŞNIŢA",361,LAZA,164598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:13",242,242,0,0,0,121,121,0,0,0,118,3,300,179,45,8,57,8,0,0
39,VASLUI,"ŞCOALA PRIMARA ,SAUCA",362,LAZA,164598,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:06",867,866,0,0,1,379,378,0,0,1,361,18,1000,621,187,14,131,10,15,4
