precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
39,VASLUI,"CĂMINUL CULTURAL LEOȘTI",491,TĂTĂRĂNI,166315,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:17",230,221,0,5,4,126,117,0,5,4,113,13,250,124,11,4,31,40,3,5,2,15,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION ANGHELUȚĂ” ( ȘCOALA NOUĂ)",490,TĂTĂRĂNI,166315,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:50",460,456,0,2,2,241,237,0,2,2,215,26,500,259,11,5,76,102,4,13,0,1,3
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1",489,TĂTĂRĂNI,166315,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:48",558,542,0,10,6,298,282,0,10,6,277,21,600,302,14,24,40,103,17,6,19,16,38
39,VASLUI,"SCOALA PRIMARA - SAT STROIESTI",492,TĂTĂRĂNI,166315,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:31",247,242,0,5,0,136,131,0,5,0,128,8,300,164,5,4,27,60,6,5,1,0,20
