precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ NR.1 MIRCEA VODĂ",497,"MIRCEA VODĂ",62280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:44",1766,1747,0,5,14,969,950,0,5,14,922,47,1920,951,207,206,469,40
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.2 SATU NOU",499,"MIRCEA VODĂ",62280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:53",1362,1352,1,2,7,791,782,0,2,7,754,37,1495,704,67,220,457,10
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.2 SATU NOU",498,"MIRCEA VODĂ",62280,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:06",1071,1061,0,5,5,614,604,0,5,5,575,34,1159,550,38,172,355,10
