precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
24,IAŞI,"SCOALA IZVOARELE",612,RĂCHITENI,100335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:22",1152,1115,0,9,28,533,496,0,9,28,506,27,1300,767,317,41,148
24,IAŞI,"SCOALA NOUA RACHITENI",611,RĂCHITENI,100335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:59:19",1597,1563,0,5,29,721,687,0,5,29,693,28,1679,958,143,67,483
