precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRĂZDĂU REMUS-RĂZVAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FIŞTEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
37,TIMIŞ,"CASA NATIONALA DE CULTURA MORAVIŢA",473,MORAVIŢA,157781,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:02",1018,996,1,8,13,506,484,1,8,13,494,12,1028,522,401,93
37,TIMIŞ,"CASA NAŢIONALĂ DEJAN",474,MORAVIŢA,157781,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:17",224,214,0,8,2,152,142,0,8,2,149,3,300,148,118,31
37,TIMIŞ,"CASA NAȚIONALĂ GAIU MIC",475,MORAVIŢA,157781,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:11:49",145,134,0,9,2,86,75,0,9,2,82,4,200,114,76,6
37,TIMIŞ,"ŞCOALA PRIMARA STAMORA GERMANĂ",476,MORAVIŢA,157781,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:31",880,862,0,13,5,424,406,0,13,5,403,21,900,476,320,83
