precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"CAMINUL CULTURAL",448,TĂMĂŞENI,124634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:49",1046,1038,0,8,0,380,372,0,8,0,350,30,1100,720,58,124,168
29,NEAMŢ,"CENTRUL MEDICAL ADJUDENI",451,TĂMĂŞENI,124634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:03",1512,1510,2,0,0,515,515,0,0,0,479,36,1700,1185,45,174,260
29,NEAMŢ,GRADINITA,446,TĂMĂŞENI,124634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:12",1390,1387,0,3,0,518,515,0,3,0,495,23,1500,982,64,178,253
29,NEAMŢ,GRADINITA,450,TĂMĂŞENI,124634,2,PART,PRCNCT,CL,CL_SV,"2024-06-27 10:10:42",1042,1035,0,7,0,340,333,0,7,0,309,31,1100,760,50,85,174
29,NEAMŢ,"LICEUL TEHNOLOGIC ADJUDENI",449,TĂMĂŞENI,124634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:05",1524,1523,1,0,0,535,535,0,0,0,494,41,1700,1165,80,123,291
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA TAMASENI",447,TĂMĂŞENI,124634,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:45",1451,1444,2,5,0,485,480,0,5,0,462,23,1600,1115,44,189,229
