precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","NAGY ALEXANDRU-voturi"
13,CLUJ,"SCOALA GEN CLS I-VIII",665,VIIŞOARA,60062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:01",1367,1356,1,4,6,638,628,0,4,6,619,19,1506,868,105,362,99,53
13,CLUJ,"ȘCOALA GIMNAZIALA VIIȘOARA CORP II",667,VIIŞOARA,60062,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:38:06",1277,1268,0,0,9,638,629,0,0,9,599,39,1376,738,226,37,294,42
13,CLUJ,"ȘCOALA GIMNAZIALA VIIȘOARA CORP II",666,VIIŞOARA,60062,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:35:39",1391,1375,2,2,12,701,687,0,2,12,679,22,1523,822,331,24,273,51
13,CLUJ,"ȘCOALA PRIMARĂ URCA CORP I",668,VIIŞOARA,60062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:17",749,742,1,4,2,338,332,0,4,2,325,13,821,483,201,8,80,36
