precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOMA MARIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŞERBAN ADRIAN-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR MARIUS-ANGEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BARBU VASILE-MIHAIL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CAMIN CULTURAL",110,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:12",565,497,1,47,20,404,337,0,47,20,390,12,547,145,3,314,68,5
19,GIURGIU,"GRADINIŢA CU PROGRAM NORMAL NR.2 PLOPŞORU",112,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:56",577,559,0,14,4,381,363,0,14,4,370,11,622,241,21,241,89,19
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:59",684,661,0,15,8,447,424,0,15,8,430,17,725,278,4,271,145,10
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:59",250,223,0,10,17,180,153,0,10,17,177,3,264,84,2,139,32,4
