precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TÂRLIȘUA",279,TÂRLIŞUA,35152,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:11",1038,988,0,4,46,667,617,0,4,46,650,17,1080,413,410,10,211,19
6,BISTRIŢA-NĂSĂUD,"CASA DE LOCUIT",283,TÂRLIŞUA,35152,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:14",173,163,0,7,3,137,127,0,7,3,134,3,200,63,86,2,43,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIEŞ",280,TÂRLIŞUA,35152,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:16",731,680,0,13,38,554,503,0,13,38,543,11,800,246,433,16,92,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BORLEASA",281,TÂRLIŞUA,35152,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:02",296,286,0,2,8,181,171,0,2,8,178,3,300,119,113,2,59,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LUNCA SĂTEASCĂ",282,TÂRLIŞUA,35152,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:40:55",472,441,1,12,18,265,235,0,12,18,258,7,500,135,158,2,88,10
