precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TIRON IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VOICU CLAUDIU-CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPREA IOAN-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL",232,CORDUN,120888,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:55",731,724,0,0,7,359,352,0,0,7,349,10,800,441,127,156,30,36
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",229,CORDUN,120888,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:10:02",1060,1052,2,0,6,580,574,0,0,6,565,15,1100,520,301,170,59,35
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",228,CORDUN,120888,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:43",1501,1491,2,3,5,753,745,0,3,5,724,21,1600,855,375,193,87,69
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 PILDEŞTI",230,CORDUN,120888,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:08",1811,1760,1,10,40,879,828,1,10,40,860,19,1900,1021,36,798,13,13
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 PILDEŞTI",231,CORDUN,120888,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:38",1807,1764,0,7,36,879,836,0,7,36,854,25,1900,1021,34,796,20,4
